rho1,rho3,k_mcp,k_pip,k_dip,Tmax_N,status,grip_close_N,final_slip_mm
2.808915820446815,0.5693452734909306,0.4634711103737245,0.165,0.09394197012600354,106.35,slip,0.0,8.003804136413473
2.808915820446815,0.7428530093564767,0.4634711103737245,0.165,0.12257074654381866,104.65714285714286,slip,118.14560824570967,8.003015936491446
2.808915820446815,0.9692371557358053,0.4634711103737245,0.165,0.15992413069640787,106.24285714285715,slip,79.3097629658951,8.002899514715974
2.808915820446815,1.26461177679369,0.4634711103737245,0.165,0.20866094317095885,102.34285714285714,slip,146.33238983643423,8.002666277856111
2.808915820446815,1.6500016910631263,0.4634711103737245,0.165,0.2722502790254159,152.93571428571428,slip,116.26592049277077,8.041352612681685
2.808915820446815,2.1528390218014946,0.4634711103737245,0.165,0.3552184385972466,145.2214285714286,slip,93.59750782100903,8.021555050272799
2.808915820446815,2.808915820446815,0.4634711103737245,0.165,0.4634711103737245,137.59285714285713,slip,92.36313795287398,8.0692591441674
2.808915820446815,3.6649317512621313,0.4634711103737245,0.165,0.6047137389582516,126.77142857142857,slip,82.02271130688203,8.057408396110455
2.808915820446815,4.781818181818182,0.4634711103737245,0.165,0.7890000000000001,122.87142857142858,slip,79.7064367240948,8.014635020886175
3.6649317512621313,0.4363636363636363,0.6047137389582516,0.165,0.072,104.33571428571429,slip,123.94955247675317,8.009016771594869
3.6649317512621313,0.5693452734909306,0.6047137389582516,0.165,0.09394197012600354,104.12142857142858,slip,169.7141249978711,8.010074018300983
3.6649317512621313,0.7428530093564767,0.6047137389582516,0.165,0.12257074654381866,105.6,slip,121.73327632780735,8.014875396503022
3.6649317512621313,0.9692371557358053,0.6047137389582516,0.165,0.15992413069640787,106.35,slip,152.2790722326913,8.012590911740066
3.6649317512621313,1.26461177679369,0.6047137389582516,0.165,0.20866094317095885,103.19999999999999,slip,103.28515806593103,8.008814738749095
3.6649317512621313,1.6500016910631263,0.6047137389582516,0.165,0.2722502790254159,105.83571428571427,slip,113.97687617326784,8.002028363039031
3.6649317512621313,2.1528390218014946,0.6047137389582516,0.165,0.3552184385972466,145.5,slip,93.75683644340211,8.077861732849216
3.6649317512621313,2.808915820446815,0.6047137389582516,0.165,0.4634711103737245,139.8642857142857,slip,95.35107137607696,8.082044718523921
3.6649317512621313,3.6649317512621313,0.6047137389582516,0.165,0.6047137389582516,126.79285714285714,slip,82.18706949237067,8.016979405607103
3.6649317512621313,4.781818181818182,0.6047137389582516,0.165,0.7890000000000001,124.54285714285714,slip,78.2310786240654,8.055956066988037
4.781818181818182,0.4363636363636363,0.7890000000000001,0.165,0.072,107.52857142857142,slip,130.83251719574443,8.009033981451127
4.781818181818182,0.5693452734909306,0.7890000000000001,0.165,0.09394197012600354,107.61428571428571,slip,140.98088663364427,8.00448666923022
4.781818181818182,0.7428530093564767,0.7890000000000001,0.165,0.12257074654381866,97.54285714285713,slip,146.1207011623037,8.007251734584411
4.781818181818182,0.9692371557358053,0.7890000000000001,0.165,0.15992413069640787,104.61428571428571,slip,120.5692672568689,8.022668260087222
4.781818181818182,1.26461177679369,0.7890000000000001,0.165,0.20866094317095885,105.17142857142858,slip,143.26739794036448,8.008774504013642
4.781818181818182,1.6500016910631263,0.7890000000000001,0.165,0.2722502790254159,105.25714285714287,slip,124.98451158562371,8.003907034645973
4.781818181818182,2.1528390218014946,0.7890000000000001,0.165,0.3552184385972466,145.65,slip,93.95839086926584,8.017026515543318
4.781818181818182,2.808915820446815,0.7890000000000001,0.165,0.4634711103737245,138.2785714285714,slip,86.4893579323208,8.019314219683709
4.781818181818182,3.6649317512621313,0.7890000000000001,0.165,0.6047137389582516,127.22142857142858,slip,82.13622134531917,8.017397629361579
4.781818181818182,4.781818181818182,0.7890000000000001,0.165,0.7890000000000001,124.24285714285715,slip,77.66190329131668,8.059696722949514
