timestamp,trial_idx,event,state,force_n,force_raw_n,peak_n,capacity_n,grip_target_mm,finger_a_dL_mm,finger_b_dL_mm,finger_a_current_ma,finger_b_current_ma,pull_dL_mm,pull_current_ma,k_mcp,k_pip,k_dip
2026-06-27T18:02:19.930,11,pull_start,GRIPPED,1.744007,-7.080617,0.0,nan,15.0,15.0,15.0,-37.66,72.63,4.538204,0.0,0.072,0.072,0.072
2026-06-27T18:02:20.200,11,,PULLING,1.742622,-7.082003,1.742622,nan,15.0,15.0,15.0,-34.97,72.63,5.046965,10.76,0.072,0.072,0.072
2026-06-27T18:02:20.456,11,,PULLING,3.143461,-5.681164,3.143461,nan,15.0,15.0,15.0,-34.97,72.63,5.564526,10.76,0.072,0.072,0.072
2026-06-27T18:02:20.904,11,,PULLING,4.112794,-4.711831,4.112794,nan,15.0,15.0,15.0,-34.97,72.63,6.447207,34.97,0.072,0.072,0.072
2026-06-27T18:02:21.160,11,,PULLING,4.984808,-3.839817,4.984808,nan,15.0,15.0,15.0,-37.66,72.63,6.976366,8.07,0.072,0.072,0.072
2026-06-27T18:02:21.416,11,,PULLING,5.706401,-3.118224,5.706401,nan,15.0,15.0,15.0,-37.66,72.63,7.484349,5.38,0.072,0.072,0.072
2026-06-27T18:02:21.816,11,,PULLING,7.458052,-1.366573,7.458052,nan,15.0,15.0,15.0,-34.97,75.32,8.281546,10.76,0.072,0.072,0.072
2026-06-27T18:02:22.072,11,,PULLING,8.180163,-0.644462,8.180163,nan,15.0,15.0,15.0,-29.59,72.63,8.800956,0.0,0.072,0.072,0.072
2026-06-27T18:02:22.328,11,,PULLING,9.516074,0.691449,9.516074,nan,15.0,15.0,15.0,-37.66,72.63,9.308352,0.0,0.072,0.072,0.072
2026-06-27T18:02:22.728,11,,PULLING,10.288432,1.463807,10.288432,nan,15.0,15.0,15.0,-32.28,72.63,10.098287,2.69,0.072,0.072,0.072
2026-06-27T18:02:22.984,11,,PULLING,10.327342,1.502717,10.327342,nan,15.0,15.0,15.0,-34.97,72.63,10.624487,-2.69,0.072,0.072,0.072
2026-06-27T18:02:23.240,11,,PULLING,10.302189,1.477564,10.327342,nan,15.0,15.0,15.0,-37.66,72.63,11.132147,-2.69,0.072,0.072,0.072
2026-06-27T18:02:23.640,11,,PULLING,12.131253,3.306628,12.131253,nan,15.0,15.0,15.0,-34.97,72.63,11.926487,0.0,0.072,0.072,0.072
2026-06-27T18:02:23.896,11,,PULLING,13.974813,5.150189,13.974813,nan,15.0,15.0,15.0,-37.66,72.63,12.448825,-8.07,0.072,0.072,0.072
2026-06-27T18:02:24.152,11,,PULLING,13.630196,4.805571,13.974813,nan,15.0,15.0,15.0,-37.66,72.63,12.955936,-10.76,0.072,0.072,0.072
2026-06-27T18:02:24.552,11,peak,PULLING,9.279055,0.45443,13.974813,13.974813,15.0,15.0,15.0,-37.66,72.63,13.754384,0.0,0.072,0.072,0.072
2026-06-27T18:02:24.552,11,,PULLING,9.279055,0.45443,13.974813,13.974813,15.0,15.0,15.0,-37.66,72.63,13.754384,0.0,0.072,0.072,0.072
2026-06-27T18:02:24.808,11,,PULLING,12.117377,3.292752,13.974813,13.974813,15.0,15.0,15.0,-37.66,72.63,14.27697,-5.38,0.072,0.072,0.072
2026-06-27T18:02:25.064,11,,PULLING,9.876766,1.052141,13.974813,13.974813,15.0,15.0,15.0,-37.66,72.63,14.780774,0.0,0.072,0.072,0.072
2026-06-27T18:02:25.464,11,,PULLING,10.457985,1.63336,13.974813,13.974813,15.0,15.0,15.0,-34.97,72.63,15.580589,2.69,0.072,0.072,0.072
2026-06-27T18:02:25.720,11,,PULLING,13.520647,4.696022,13.520647,13.974813,15.0,15.0,15.0,-37.66,72.63,16.096159,-10.76,0.072,0.072,0.072
2026-06-27T18:02:25.976,11,peak,PULLING,8.067593,-0.757032,13.520647,13.974813,15.0,15.0,15.0,-34.97,72.63,16.604071,-10.76,0.072,0.072,0.072
2026-06-27T18:02:25.976,11,,PULLING,8.067593,-0.757032,13.520647,13.974813,15.0,15.0,15.0,-34.97,72.63,16.604071,-10.76,0.072,0.072,0.072
2026-06-27T18:02:26.376,11,,PULLING,11.553828,2.729203,13.520647,13.974813,15.0,15.0,15.0,-32.28,72.63,17.405047,8.07,0.072,0.072,0.072
2026-06-27T18:02:26.632,11,,PULLING,7.428352,-1.396273,13.520647,13.974813,15.0,15.0,15.0,-34.97,72.63,17.920258,-5.38,0.072,0.072,0.072
2026-06-27T18:02:26.888,11,,PULLING,10.320477,1.495852,13.520647,13.974813,15.0,15.0,15.0,-40.35,72.63,18.427755,0.0,0.072,0.072,0.072
2026-06-27T18:02:27.288,11,,PULLING,13.290564,4.465939,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,19.236271,0.0,0.072,0.072,0.072
2026-06-27T18:02:27.544,11,,PULLING,9.626854,0.802229,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,19.745366,0.0,0.072,0.072,0.072
2026-06-27T18:02:27.800,11,,PULLING,10.778012,1.953388,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,20.251475,0.0,0.072,0.072,0.072
2026-06-27T18:02:28.200,11,peak,PULLING,7.113726,-1.710899,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,21.063505,5.38,0.072,0.072,0.072
2026-06-27T18:02:28.200,11,,PULLING,7.113726,-1.710899,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,21.063505,5.38,0.072,0.072,0.072
2026-06-27T18:02:28.456,11,,PULLING,6.587485,-2.237139,13.290564,13.974813,15.0,15.0,15.0,-34.97,72.63,21.569509,0.0,0.072,0.072,0.072
2026-06-27T18:02:28.712,11,,PULLING,9.901289,1.076664,13.290564,13.974813,15.0,15.0,15.0,-34.97,72.63,22.075677,0.0,0.072,0.072,0.072
2026-06-27T18:02:29.112,11,,PULLING,8.90234,0.077715,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,22.887761,8.07,0.072,0.072,0.072
2026-06-27T18:02:29.368,11,,PULLING,6.687237,-2.137388,13.290564,13.974813,15.0,15.0,15.0,-34.97,72.63,23.392305,5.38,0.072,0.072,0.072
2026-06-27T18:02:29.624,11,,PULLING,8.033071,-0.791553,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,23.899482,0.0,0.072,0.072,0.072
2026-06-27T18:02:30.072,11,,PULLING,7.273912,-1.550713,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,24.786048,24.21,0.072,0.072,0.072
2026-06-27T18:02:30.328,11,,PULLING,9.580931,0.756306,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,25.311482,0.0,0.072,0.072,0.072
2026-06-27T18:02:30.584,11,,PULLING,7.33909,-1.485535,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,25.819349,0.0,0.072,0.072,0.072
2026-06-27T18:02:30.984,11,,PULLING,6.004863,-2.819762,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,26.607319,8.07,0.072,0.072,0.072
2026-06-27T18:02:31.240,11,,PULLING,8.138427,-0.686198,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,27.135679,0.0,0.072,0.072,0.072
2026-06-27T18:02:31.496,11,,PULLING,8.340908,-0.483716,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,27.64342,0.0,0.072,0.072,0.072
2026-06-27T18:02:31.896,11,,PULLING,6.345782,-2.478843,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,28.429575,13.45,0.072,0.072,0.072
2026-06-27T18:02:32.152,11,,PULLING,7.129195,-1.69543,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,28.959551,2.69,0.072,0.072,0.072
2026-06-27T18:02:32.408,11,,PULLING,7.585859,-1.238766,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,29.46704,2.69,0.072,0.072,0.072
2026-06-27T18:02:32.808,11,,PULLING,6.679623,-2.145002,13.290564,13.974813,15.0,15.0,15.0,-37.66,72.63,30.256234,18.83,0.072,0.072,0.072
