timestamp,trial_idx,event,state,force_n,force_raw_n,peak_n,capacity_n,grip_target_mm,finger_a_dL_mm,finger_b_dL_mm,finger_a_current_ma,finger_b_current_ma,pull_dL_mm,pull_current_ma,k_mcp,k_pip,k_dip
2026-06-27T17:40:59.671,6,pull_start,GRIPPED,2.947897,-5.876728,0.0,nan,20.0,20.0,20.0,-309.35,142.57,0.429261,0.0,0.789,0.165,0.072
2026-06-27T17:41:00.047,6,,PULLING,4.070953,-4.753672,4.070953,nan,20.0,20.0,20.0,-314.73,142.57,1.203865,21.52,0.789,0.165,0.072
2026-06-27T17:41:00.319,6,,PULLING,5.013497,-3.811128,5.013497,nan,20.0,20.0,20.0,-309.35,145.26,1.726218,10.76,0.789,0.165,0.072
2026-06-27T17:41:00.575,6,,PULLING,6.507421,-2.317204,6.507421,nan,20.0,20.0,20.0,-314.73,142.57,2.252966,0.0,0.789,0.165,0.072
2026-06-27T17:41:00.960,6,,PULLING,9.174853,0.350228,9.174853,nan,20.0,20.0,20.0,-309.35,142.57,3.036449,18.83,0.789,0.165,0.072
2026-06-27T17:41:01.216,6,,PULLING,11.503305,2.67868,11.503305,nan,20.0,20.0,20.0,-306.66,142.57,3.53893,0.0,0.789,0.165,0.072
2026-06-27T17:41:01.472,6,,PULLING,14.803237,5.978612,14.803237,nan,20.0,20.0,20.0,-314.73,142.57,4.0448,0.0,0.789,0.165,0.072
2026-06-27T17:41:01.855,6,,PULLING,17.125183,8.300558,17.125183,nan,20.0,20.0,20.0,-312.04,142.57,4.829252,0.0,0.789,0.165,0.072
2026-06-27T17:41:02.111,6,,PULLING,21.080602,12.255977,21.080602,nan,20.0,20.0,20.0,-309.35,118.36,5.32901,-24.21,0.789,0.165,0.072
2026-06-27T17:41:02.367,6,,PULLING,22.030222,13.205598,22.030222,nan,20.0,20.0,20.0,-312.04,118.36,5.836142,-29.59,0.789,0.165,0.072
2026-06-27T17:41:02.752,6,peak,PULLING,10.498042,1.673417,22.030222,22.030222,20.0,20.0,20.0,-234.03,118.36,6.614088,0.0,0.789,0.165,0.072
2026-06-27T17:41:02.752,6,,PULLING,10.498042,1.673417,22.030222,22.030222,20.0,20.0,20.0,-234.03,118.36,6.614088,0.0,0.789,0.165,0.072
2026-06-27T17:41:03.008,6,,PULLING,9.159558,0.334933,22.030222,22.030222,20.0,20.0,20.0,-177.54,118.36,7.124844,0.0,0.789,0.165,0.072
2026-06-27T17:41:03.263,6,,PULLING,9.149713,0.325088,22.030222,22.030222,20.0,20.0,20.0,-172.16,118.36,7.629211,0.0,0.789,0.165,0.072
