timestamp,trial_idx,event,state,force_n,force_raw_n,peak_n,capacity_n,grip_target_mm,finger_a_dL_mm,finger_b_dL_mm,finger_a_current_ma,finger_b_current_ma,pull_dL_mm,pull_current_ma,k_mcp,k_pip,k_dip
2026-06-27T17:43:06.989,8,pull_start,GRIPPED,0.182556,-8.642069,0.0,nan,15.0,15.0,15.0,-34.97,104.91,0.160338,0.0,0.789,0.165,0.072
2026-06-27T17:43:07.256,8,,PULLING,0.857101,-7.967523,0.857101,nan,15.0,15.0,15.0,-34.97,102.22,0.670923,13.45,0.789,0.165,0.072
2026-06-27T17:43:07.656,8,,PULLING,0.906158,-7.918466,0.906158,nan,15.0,15.0,15.0,-34.97,102.22,1.472674,40.35,0.789,0.165,0.072
2026-06-27T17:43:07.912,8,,PULLING,1.115608,-7.709017,1.115608,nan,15.0,15.0,15.0,-37.66,102.22,1.988567,10.76,0.789,0.165,0.072
2026-06-27T17:43:08.168,8,,PULLING,1.627007,-7.197618,1.627007,nan,15.0,15.0,15.0,-37.66,102.22,2.495541,13.45,0.789,0.165,0.072
2026-06-27T17:43:08.568,8,,PULLING,2.630359,-6.194266,2.630359,nan,15.0,15.0,15.0,-34.97,102.22,3.301445,26.9,0.789,0.165,0.072
2026-06-27T17:43:08.824,8,,PULLING,3.105011,-5.719614,3.105011,nan,15.0,15.0,15.0,-34.97,102.22,3.81215,5.38,0.789,0.165,0.072
2026-06-27T17:43:09.080,8,,PULLING,2.909749,-5.914876,3.105011,nan,15.0,15.0,15.0,-34.97,104.91,4.31969,10.76,0.789,0.165,0.072
2026-06-27T17:43:09.480,8,,PULLING,3.172466,-5.652159,3.172466,nan,15.0,15.0,15.0,-34.97,102.22,5.134864,29.59,0.789,0.165,0.072
2026-06-27T17:43:09.736,8,,PULLING,4.784503,-4.040122,4.784503,nan,15.0,15.0,15.0,-48.42,102.22,5.637508,0.0,0.789,0.165,0.072
2026-06-27T17:43:09.992,8,,PULLING,6.139603,-2.685022,6.139603,nan,15.0,15.0,15.0,-34.97,102.22,6.143513,0.0,0.789,0.165,0.072
2026-06-27T17:43:10.392,8,,PULLING,7.100354,-1.724271,7.100354,nan,15.0,15.0,15.0,-34.97,102.22,6.959803,13.45,0.789,0.165,0.072
2026-06-27T17:43:10.648,8,,PULLING,8.321586,-0.503039,8.321586,nan,15.0,15.0,15.0,-34.97,102.22,7.46002,0.0,0.789,0.165,0.072
2026-06-27T17:43:10.904,8,,PULLING,9.120813,0.296189,9.120813,nan,15.0,15.0,15.0,-34.97,102.22,7.967022,0.0,0.789,0.165,0.072
2026-06-27T17:43:11.304,8,,PULLING,10.946839,2.122215,10.946839,nan,15.0,15.0,15.0,-34.97,102.22,8.767199,5.38,0.789,0.165,0.072
2026-06-27T17:43:11.560,8,,PULLING,9.852403,1.027778,10.946839,nan,15.0,15.0,15.0,-34.97,102.22,9.285919,0.0,0.789,0.165,0.072
2026-06-27T17:43:11.816,8,,PULLING,11.443313,2.618688,11.443313,nan,15.0,15.0,15.0,-37.66,102.22,9.79115,0.0,0.789,0.165,0.072
2026-06-27T17:43:12.216,8,,PULLING,13.049685,4.225061,13.049685,nan,15.0,15.0,15.0,-37.66,102.22,10.592448,0.0,0.789,0.165,0.072
2026-06-27T17:43:12.472,8,,PULLING,10.426964,1.602339,13.049685,nan,15.0,15.0,15.0,-37.66,102.22,11.10808,0.0,0.789,0.165,0.072
2026-06-27T17:43:12.728,8,,PULLING,13.556642,4.732017,13.556642,nan,15.0,15.0,15.0,-37.66,102.22,11.615838,-5.38,0.789,0.165,0.072
2026-06-27T17:43:13.192,8,,PULLING,10.767015,1.94239,13.556642,nan,15.0,15.0,15.0,-37.66,99.53,12.539322,0.0,0.789,0.165,0.072
2026-06-27T17:43:13.448,8,,PULLING,9.706135,0.88151,13.556642,nan,15.0,15.0,15.0,-37.66,102.22,13.059103,0.0,0.789,0.165,0.072
2026-06-27T17:43:13.704,8,,PULLING,13.038818,4.214193,13.556642,nan,15.0,15.0,15.0,-37.66,102.22,13.567444,-2.69,0.789,0.165,0.072
2026-06-27T17:43:14.104,8,,PULLING,12.438004,3.613379,13.556642,nan,15.0,15.0,15.0,-37.66,99.53,14.381771,0.0,0.789,0.165,0.072
2026-06-27T17:43:14.360,8,,PULLING,13.806503,4.981878,13.806503,nan,15.0,15.0,15.0,-37.66,99.53,14.88458,-5.38,0.789,0.165,0.072
2026-06-27T17:43:14.616,8,peak,PULLING,9.422465,0.59784,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,15.390705,0.0,0.789,0.165,0.072
2026-06-27T17:43:14.616,8,,PULLING,9.422465,0.59784,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,15.390705,0.0,0.789,0.165,0.072
2026-06-27T17:43:15.032,8,,PULLING,10.945661,2.121036,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,16.212494,2.69,0.789,0.165,0.072
2026-06-27T17:43:15.288,8,,PULLING,7.868372,-0.956252,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,16.739916,0.0,0.789,0.165,0.072
2026-06-27T17:43:15.544,8,,PULLING,9.803263,0.978639,13.806503,13.806503,15.0,15.0,15.0,-37.66,99.53,17.246762,-2.69,0.789,0.165,0.072
2026-06-27T17:43:15.944,8,,PULLING,9.795505,0.97088,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,18.059109,10.76,0.789,0.165,0.072
2026-06-27T17:43:16.200,8,,PULLING,6.346525,-2.4781,13.806503,13.806503,15.0,15.0,15.0,-37.66,102.22,18.563378,0.0,0.789,0.165,0.072
