timestamp,trial_idx,event,state,force_n,force_raw_n,peak_n,capacity_n,grip_target_mm,finger_a_dL_mm,finger_b_dL_mm,finger_a_current_ma,finger_b_current_ma,pull_dL_mm,pull_current_ma,k_mcp,k_pip,k_dip
2026-06-27T18:09:21.816,17,pull_start,GRIPPED,1.960215,-6.86441,0.0,nan,15.0,15.0,15.0,-21.52,45.73,0.761693,-2.69,0.072,0.072,0.072
2026-06-27T18:09:22.193,17,,PULLING,1.361064,-7.463561,1.361064,nan,15.0,15.0,15.0,-24.21,59.18,1.523686,32.28,0.072,0.072,0.072
2026-06-27T18:09:22.449,17,,PULLING,1.494639,-7.329985,1.494639,nan,15.0,15.0,15.0,-16.14,45.73,2.047686,10.76,0.072,0.072,0.072
2026-06-27T18:09:22.705,17,,PULLING,0.966151,-7.858474,1.494639,nan,15.0,15.0,15.0,-26.9,61.87,2.553804,8.07,0.072,0.072,0.072
2026-06-27T18:09:23.121,17,,PULLING,2.261621,-6.563004,2.261621,nan,15.0,15.0,15.0,-10.76,56.49,3.37532,32.28,0.072,0.072,0.072
2026-06-27T18:09:23.377,17,,PULLING,2.296635,-6.52799,2.296635,nan,15.0,15.0,15.0,-21.52,51.11,3.902137,16.14,0.072,0.072,0.072
2026-06-27T18:09:23.633,17,,PULLING,2.765164,-6.059461,2.765164,nan,15.0,15.0,15.0,-18.83,45.73,4.409458,5.38,0.072,0.072,0.072
2026-06-27T18:09:24.033,17,,PULLING,2.239211,-6.585414,2.765164,nan,15.0,15.0,15.0,-21.52,48.42,5.208725,32.28,0.072,0.072,0.072
2026-06-27T18:09:24.289,17,,PULLING,3.430134,-5.394491,3.430134,nan,15.0,15.0,15.0,-18.83,56.49,5.72646,5.38,0.072,0.072,0.072
2026-06-27T18:09:24.545,17,,PULLING,3.84749,-4.977134,3.84749,nan,15.0,15.0,15.0,-18.83,56.49,6.233237,2.69,0.072,0.072,0.072
2026-06-27T18:09:24.945,17,,PULLING,3.890422,-4.934203,3.890422,nan,15.0,15.0,15.0,-13.45,48.42,7.040642,26.9,0.072,0.072,0.072
2026-06-27T18:09:25.201,17,,PULLING,4.417812,-4.406813,4.417812,nan,15.0,15.0,15.0,-18.83,43.04,7.548242,0.0,0.072,0.072,0.072
2026-06-27T18:09:25.457,17,,PULLING,5.320205,-3.50442,5.320205,nan,15.0,15.0,15.0,-24.21,56.49,8.057411,0.0,0.072,0.072,0.072
2026-06-27T18:09:25.840,17,,PULLING,6.96332,-1.861305,6.96332,nan,15.0,15.0,15.0,-29.59,43.04,8.84244,18.83,0.072,0.072,0.072
2026-06-27T18:09:26.097,17,,PULLING,8.680051,-0.144574,8.680051,nan,15.0,15.0,15.0,-26.9,45.73,9.343006,0.0,0.072,0.072,0.072
