timestamp,trial_idx,event,state,force_n,force_raw_n,peak_n,capacity_n,grip_target_mm,finger_a_dL_mm,finger_b_dL_mm,finger_a_current_ma,finger_b_current_ma,pull_dL_mm,pull_current_ma,k_mcp,k_pip,k_dip
2026-06-23T17:56:34.976,21,,PULLING,0.094359,-16.569741,0.094359,nan,20.0,20.0,20.0,-234.03,255.55,5.774852,2.69,1.0,1.0,1.0
2026-06-23T17:56:35.360,21,,PULLING,0.169297,-16.494802,0.169297,nan,20.0,20.0,20.0,-234.03,250.17,6.53213,18.83,1.0,1.0,1.0
2026-06-23T17:56:35.616,21,,PULLING,0.320274,-16.343826,0.320274,nan,20.0,20.0,20.0,-236.72,247.48,7.059399,-5.38,1.0,1.0,1.0
2026-06-23T17:56:35.872,21,,PULLING,0.702014,-15.962086,0.702014,nan,20.0,20.0,20.0,-231.34,247.48,7.566819,-21.52,1.0,1.0,1.0
2026-06-23T17:56:36.256,21,,PULLING,2.379854,-14.284246,2.379854,nan,20.0,20.0,20.0,-234.03,252.86,8.338117,-5.38,1.0,1.0,1.0
2026-06-23T17:56:36.512,21,,PULLING,4.238111,-12.425988,4.238111,nan,20.0,20.0,20.0,-231.34,252.86,8.850841,-37.66,1.0,1.0,1.0
2026-06-23T17:56:36.768,21,,PULLING,5.36338,-11.30072,5.36338,nan,20.0,20.0,20.0,-234.03,255.55,9.358641,-59.18,1.0,1.0,1.0
2026-06-23T17:56:37.152,21,,PULLING,7.545372,-9.118728,7.545372,nan,20.0,20.0,20.0,-239.41,250.17,10.133119,-18.83,1.0,1.0,1.0
2026-06-23T17:56:37.408,21,,PULLING,8.046161,-8.617939,8.046161,nan,20.0,20.0,20.0,-239.41,258.24,10.643684,-53.8,1.0,1.0,1.0
2026-06-23T17:56:37.664,21,,PULLING,8.177732,-8.486368,8.177732,nan,20.0,20.0,20.0,-239.41,250.17,11.150366,-53.8,1.0,1.0,1.0
2026-06-23T17:56:38.048,21,,PULLING,8.569739,-8.09436,8.569739,nan,20.0,20.0,20.0,-234.03,250.17,11.913734,-24.21,1.0,1.0,1.0
2026-06-23T17:56:38.304,21,,PULLING,7.684029,-8.980071,8.569739,nan,20.0,20.0,20.0,-236.72,252.86,12.435193,-32.28,1.0,1.0,1.0
2026-06-23T17:56:38.560,21,,PULLING,7.665565,-8.998534,8.569739,nan,20.0,20.0,20.0,-239.41,250.17,12.942137,-45.73,1.0,1.0,1.0
